トレード #,タイプ,シグナル,日時,価格,取引,利益 ¥,利益 %,累積利益 ¥,累積利益 %,最大可能利益 ¥,最大可能利益 %,ドローダウン ¥,ドローダウン %
58,ショートを決済,MacdLE,2014-10-24,1612,100,11900.00,6.84,-49300.00,0.4,23525.00,13.51,2525.00,1.45
59,ロングエントリー,MacdLE,2014-10-24,1612,100,1700.00,1.05,-47600.00,0.06,16300.00,10.11,3675.00,2.28
59,ロングを決済,MacdSE,2014-11-18,1639,100,1700.00,1.05,-47600.00,0.06,16300.00,10.11,3675.00,2.28
60,ショートエントリー,MacdSE,2014-11-18,1639,100,3000.00,1.83,-44600.00,0.1,8650.00,5.28,3575.00,2.18
60,ショートを決済,MacdLE,2014-12-11,1599,100,3000.00,1.83,-44600.00,0.1,8650.00,5.28,3575.00,2.18
61,ロングエントリー,MacdLE,2014-12-11,1599,100,-5800.00,-3.63,-50400.00,-0.2,0,0,5300.00,3.31
61,ロングを決済,MacdSE,2014-12-16,1551,100,-5800.00,-3.63,-50400.00,-0.2,0,0,5300.00,3.31
62,ショートエントリー,MacdSE,2014-12-16,1551,100,-4700.00,-3.03,-55100.00,-0.16,2850.00,1.84,4200.00,2.71
62,ショートを決済,MacdLE,2014-12-24,1588,100,-4700.00,-3.03,-55100.00,-0.16,2850.00,1.84,4200.00,2.71
63,ロングエントリー,MacdLE,2014-12-24,1588,100,-7100.00,-4.47,-62200.00,-0.24,0,0,8750.00,5.51
63,ロングを決済,MacdSE,2015-01-06,1527,100,-7100.00,-4.47,-62200.00,-0.24,0,0,8750.00,5.51
64,ショートエントリー,MacdSE,2015-01-06,1527,100,-6200.00,-4.06,-68400.00,-0.21,950.00,0.62,7100.00,4.65
64,ショートを決済,MacdLE,2015-01-13,1579,100,-6200.00,-4.06,-68400.00,-0.21,950.00,0.62,7100.00,4.65
65,ロングエントリー,MacdLE,2015-01-13,1579,100,23500.00,14.88,-44900.00,0.8,29025.00,18.38,2700.00,1.71
65,ロングを決済,MacdSE,2015-02-23,1824,100,23500.00,14.88,-44900.00,0.8,29025.00,18.38,2700.00,1.71
66,ショートエントリー,MacdSE,2015-02-23,1824,100,-6100.00,-3.34,-51000.00,-0.21,0,0,5600.00,3.07
66,ショートを決済,MacdLE,2015-02-27,1875,100,-6100.00,-3.34,-51000.00,-0.21,0,0,5600.00,3.07
67,ロングエントリー,MacdLE,2015-02-27,1875,100,-2300.00,-1.23,-53300.00,-0.08,1025.00,0.55,2500.00,1.33
67,ロングを決済,MacdSE,2015-03-02,1862,100,-2300.00,-1.23,-53300.00,-0.08,1025.00,0.55,2500.00,1.33
68,ショートエントリー,MacdSE,2015-03-02,1862,100,-5200.00,-2.79,-58500.00,-0.18,0,0,5700.00,3.06
68,ショートを決済,MacdLE,2015-03-03,1904,100,-5200.00,-2.79,-58500.00,-0.18,0,0,5700.00,3.06
69,ロングエントリー,MacdLE,2015-03-03,1904,100,-3600.00,-1.89,-62100.00,-0.12,100.00,0.05,5350.00,2.81
69,ロングを決済,MacdSE,2015-03-09,1878,100,-3600.00,-1.89,-62100.00,-0.12,100.00,0.05,5350.00,2.81
70,ショートエントリー,MacdSE,2015-03-09,1878,100,-6100.00,-3.25,-68200.00,-0.21,7675.00,4.09,6775.00,3.61
70,ショートを決済,MacdLE,2015-04-09,1929,100,-6100.00,-3.25,-68200.00,-0.21,7675.00,4.09,6775.00,3.61
71,ロングエントリー,MacdLE,2015-04-09,1929,100,7600.00,3.94,-60600.00,0.26,18850.00,9.77,1200.00,0.62
71,ロングを決済,MacdSE,2015-05-07,2015,100,7600.00,3.94,-60600.00,0.26,18850.00,9.77,1200.00,0.62
72,ショートエントリー,MacdSE,2015-05-07,2015,100,-13600.00,-6.75,-74200.00,-0.46,950.00,0.47,14200.00,7.05
72,ショートを決済,MacdLE,2015-05-21,2141,100,-13600.00,-6.75,-74200.00,-0.46,950.00,0.47,14200.00,7.05
73,ロングエントリー,MacdLE,2015-05-21,2141,100,0,0,-74200.00,0,5900.00,2.76,3575.00,1.67
73,ロングを決済,MacdSE,2015-06-03,2151,100,0,0,-74200.00,0,5900.00,2.76,3575.00,1.67
74,ショートエントリー,MacdSE,2015-06-03,2151,100,-9700.00,-4.51,-83900.00,-0.33,1450.00,0.67,9925.00,4.61
74,ショートを決済,MacdLE,2015-06-25,2238,100,-9700.00,-4.51,-83900.00,-0.33,1450.00,0.67,9925.00,4.61
75,ロングエントリー,MacdLE,2015-06-25,2238,100,-2200.00,-0.98,-86100.00,-0.08,4375.00,1.95,7450.00,3.33
75,ロングを決済,MacdSE,2015-07-01,2226,100,-2200.00,-0.98,-86100.00,-0.08,4375.00,1.95,7450.00,3.33
76,ショートエントリー,MacdSE,2015-07-01,2226,100,1000.00,0.45,-85100.00,0.03,2100.00,0.94,3900.00,1.75
76,ショートを決済,MacdLE,2015-07-06,2206,100,1000.00,0.45,-85100.00,0.03,2100.00,0.94,3900.00,1.75
77,ロングエントリー,MacdLE,2015-07-06,2206,100,-1400.00,-0.63,-86500.00,-0.05,1450.00,0.66,1775.00,0.8
77,ロングを決済,MacdSE,2015-07-07,2202,100,-1400.00,-0.63,-86500.00,-0.05,1450.00,0.66,1775.00,0.8
78,ショートエントリー,MacdSE,2015-07-07,2202,100,-8900.00,-4.04,-95400.00,-0.31,9525.00,4.33,8400.00,3.81
78,ショートを決済,MacdLE,2015-07-16,2281,100,-8900.00,-4.04,-95400.00,-0.31,9525.00,4.33,8400.00,3.81
79,ロングエントリー,MacdLE,2015-07-16,2281,100,12800.00,5.61,-82600.00,0.44,24700.00,10.83,3250.00,1.42
79,ロングを決済,MacdSE,2015-08-19,2419,100,12800.00,5.61,-82600.00,0.44,24700.00,10.83,3250.00,1.42
80,ショートエントリー,MacdSE,2015-08-19,2419,100,11700.00,4.84,-70900.00,0.4,28825.00,11.92,4350.00,1.8
80,ショートを決済,MacdLE,2015-09-10,2292,100,11700.00,4.84,-70900.00,0.4,28825.00,11.92,4350.00,1.8
81,ロングエントリー,MacdLE,2015-09-10,2292,100,-20200.00,-8.81,-91100.00,-0.69,2800.00,1.22,19700.00,8.6
81,ロングを決済,MacdSE,2015-09-15,2100,100,-20200.00,-8.81,-91100.00,-0.69,2800.00,1.22,19700.00,8.6
82,ショートエントリー,MacdSE,2015-09-15,2100,100,-8100.00,-3.86,-99200.00,-0.28,9250.00,4.4,13450.00,6.4
82,ショートを決済,MacdLE,2015-10-07,2171,100,-8100.00,-3.86,-99200.00,-0.28,9250.00,4.4,13450.00,6.4
83,ロングエントリー,MacdLE,2015-10-07,2171,100,17300.00,7.97,-81900.00,0.6,26400.00,12.16,9050.00,4.17
83,ロングを決済,MacdSE,2015-11-24,2354,100,17300.00,7.97,-81900.00,0.6,26400.00,12.16,9050.00,4.17
84,ショートエントリー,MacdSE,2015-11-24,2354,100,-7600.00,-3.23,-89500.00,-0.26,10300.00,4.38,9700.00,4.12
84,ショートを決済,MacdLE,2015-12-18,2420,100,-7600.00,-3.23,-89500.00,-0.26,10300.00,4.38,9700.00,4.12
85,ロングエントリー,MacdLE,2015-12-18,2420,100,-5500.00,-2.27,-95000.00,-0.19,6650.00,2.75,8900.00,3.68
85,ロングを決済,MacdSE,2016-01-13,2375,100,-5500.00,-2.27,-95000.00,-0.19,6650.00,2.75,8900.00,3.68
86,ショートエントリー,MacdSE,2016-01-13,2375,100,-9000.00,-3.79,-104000.00,-0.31,15900.00,6.69,10000.00,4.21
86,ショートを決済,MacdLE,2016-01-29,2455,100,-9000.00,-3.79,-104000.00,-0.31,15900.00,6.69,10000.00,4.21
87,ロングエントリー,MacdLE,2016-01-29,2455,100,-5000.00,-2.04,-109000.00,-0.17,24950.00,10.16,17000.00,6.92
87,ロングを決済,MacdSE,2016-02-15,2415,100,-5000.00,-2.04,-109000.00,-0.17,24950.00,10.16,17000.00,6.92
88,ショートエントリー,MacdSE,2016-02-15,2415,100,-1900.00,-0.79,-110900.00,-0.07,14700.00,6.09,9400.00,3.89
88,ショートを決済,MacdLE,2016-03-04,2424,100,-1900.00,-0.79,-110900.00,-0.07,14700.00,6.09,9400.00,3.89
89,ロングエントリー,MacdLE,2016-03-04,2424,100,-8000.00,-3.3,-118900.00,-0.28,0,0,8400.00,3.47
89,ロングを決済,MacdSE,2016-03-07,2354,100,-8000.00,-3.3,-118900.00,-0.28,0,0,8400.00,3.47
90,ショートエントリー,MacdSE,2016-03-07,2354,100,-10300.00,-4.38,-129200.00,-0.36,5450.00,2.32,10950.00,4.65
90,ショートを決済,MacdLE,2016-03-10,2447,100,-10300.00,-4.38,-129200.00,-0.36,5450.00,2.32,10950.00,4.65
91,ロングエントリー,MacdLE,2016-03-10,2447,100,-13100.00,-5.35,-142300.00,-0.46,8550.00,3.49,12600.00,5.15
91,ロングを決済,MacdSE,2016-04-04,2326,100,-13100.00,-5.35,-142300.00,-0.46,8550.00,3.49,12600.00,5.15
92,ショートエントリー,MacdSE,2016-04-04,2326,100,-14400.00,-6.19,-156700.00,-0.5,3850.00,1.66,17350.00,7.46
92,ショートを決済,MacdLE,2016-04-15,2460,100,-14400.00,-6.19,-156700.00,-0.5,3850.00,1.66,17350.00,7.46
93,ロングエントリー,MacdLE,2016-04-15,2460,100,500.00,0.2,-156200.00,0.02,6900.00,2.8,6650.00,2.7
93,ロングを決済,MacdSE,2016-05-06,2475,100,500.00,0.2,-156200.00,0.02,6900.00,2.8,6650.00,2.7
94,ショートエントリー,MacdSE,2016-05-06,2475,100,-6800.00,-2.75,-163000.00,-0.24,4400.00,1.78,6300.00,2.55
94,ショートを決済,MacdLE,2016-05-11,2533,100,-6800.00,-2.75,-163000.00,-0.24,4400.00,1.78,6300.00,2.55
95,ロングエントリー,MacdLE,2016-05-11,2533,100,-13800.00,-5.45,-176800.00,-0.49,5200.00,2.05,13300.00,5.25
95,ロングを決済,MacdSE,2016-05-18,2405,100,-13800.00,-5.45,-176800.00,-0.49,5200.00,2.05,13300.00,5.25
96,ショートエントリー,MacdSE,2016-05-18,2405,100,200.00,0.08,-176600.00,0.01,23500.00,9.77,8150.00,3.39
96,ショートを決済,MacdLE,2016-06-28,2393,100,200.00,0.08,-176600.00,0.01,23500.00,9.77,8150.00,3.39
